i,x,y
1663,5491,7359
1664,5486,7354
1665,5502,7375
1666,5509,7338
1667,5491,7365
1668,5512,7347
1669,5497,7376
1670,5486,7365
1671,5514,7340
1672,5508,7375
1673,5486,7348
1674,5479,7354
1675,5531,7357
1676,5479,7359
1677,5481,7347
1678,5533,7359
1679,5528,7345
1680,5490,7377
1681,5508,7381
1682,5520,7337
1683,5486,7372
1684,5532,7349
1685,5520,7336
1686,5472,7356
1687,5488,7340
1688,5493,7336
1689,5509,7364
1690,5470,7354
1691,5486,7340
1692,5474,7359
1693,5492,7372
1694,5521,7332
1695,5532,7340
1696,5527,7339
1697,5490,7385
1698,5514,7335
1699,5502,7395
1700,5465,7358
1701,5508,7390
1702,5514,7364
1703,5538,7342
1704,5480,7378
1705,5493,7330
1706,5475,7372
1707,5499,7395
1708,5481,7337
1709,5522,7326
1710,5516,7329
1711,5490,7390
1712,5497,7395
1713,5466,7349
1714,5519,7364
1715,5496,7395
1716,5544,7344
1717,5510,7396
1718,5493,7324
1719,5476,7337
1720,5532,7334
1721,5494,7395
1722,5511,7397
1723,5520,7326
1724,5480,7385
1725,5474,7378
1726,5461,7365
1727,5522,7318
1728,5503,7403
1729,5465,7343
1730,5515,7397
1731,5466,7372
1732,5526,7364
1733,5548,7339
1734,5474,7332
1735,5470,7337
1736,5457,7365
1737,5538,7336
1738,5486,7326
1739,5494,7317
1740,5475,7384
1741,5546,7338
1742,5532,7327
1743,5550,7337
1744,5473,7329
1745,5460,7342
1746,5513,7405
1747,5525,7369
1748,5457,7368
1749,5457,7362
1750,5529,7327
1751,5531,7364
1752,5553,7351
1753,5466,7336
1754,5538,7332
1755,5520,7311
1756,5490,7315
1757,5471,7326
1758,5531,7318
1759,5528,7376
1760,5466,7333
1761,5492,7410
1762,5512,7318
1763,5540,7332
1764,5556,7353
1765,5479,7326
1766,5461,7377
1767,5460,7348
1768,5536,7364
1769,5550,7355
1770,3371,7402
1771,3369,7406
1772,3377,7385
1773,3363,7435
1774,3360,7449
1775,3385,7351
1776,3391,7357
1777,3355,7482
1778,3351,7493
1779,3344,7513
1780,3396,7281
1781,3353,7513
1782,3402,7270
1783,3337,7540
1784,3408,7251
1785,3359,7543
1786,3403,7233
1787,3400,7225
1788,3397,7548
1789,3347,7604
1790,3377,7596
1791,3387,7595
1792,3351,7631
1793,3363,7598
1794,3407,7167
1795,3407,7587
1796,3387,7610
1797,3407,7159
1798,3413,7586
1799,3372,7613
1800,3389,7625
1801,3372,7496
1802,3429,7590
1803,3431,7587
1804,3368,7659
1805,3410,7617
1806,3374,7485
1807,3420,7604
1808,3378,7675
1809,3406,7634
1810,3407,7121
1811,3444,7558
1812,3378,7454
1813,3405,7654
1814,3380,7450
1815,3450,7549
1816,3406,7658
1817,3392,7698
1818,3443,7632
1819,3387,7703
1820,3386,7703
1821,3400,7710
1822,3390,7478
1823,3400,7717
1824,3400,7722
1825,3454,7520
1826,3404,7698
1827,3400,7724
1828,3456,7518
1829,3456,7516
1830,3458,7516
1831,3399,7730
1832,3398,7492
1833,3399,7731
1834,3413,7060
1835,3390,7724
1836,3463,7515
1837,3413,7719
1838,3393,7728
1839,3438,7520
1840,3399,7739
1841,3409,7731
1842,3463,7506
1843,3474,7514
1844,3399,7748
1845,3429,7688
1846,3474,7508
1847,3399,7752
1848,3470,7509
1849,3399,7762
1850,3410,7752
1851,3426,7740
1852,3501,7510
1853,3420,7020
1854,3502,7510
1855,3400,7773
1856,3421,7018
1857,3503,7510
1858,3398,7773
1859,3396,7770
1860,3504,7505
1861,3398,7777
1862,3397,7779
1863,3393,7778
1864,3403,7783
1865,3498,7497
1866,3393,7780
1867,3394,7763
1868,3407,7793
1869,3394,7790
1870,3403,7795
1871,3430,6996
1872,3527,7505
1873,3432,6993
1874,3434,6989
1875,3526,7497
1876,3492,7545
1877,3521,7497
1878,3416,6988
1879,3466,7750
1880,3414,7813
1881,3530,7523
1882,3433,7457
1883,3417,7813
1884,3526,7483
1885,3526,7480
1886,3416,7820
1887,3415,7824
1888,5825,7766
1889,5831,7772
1890,5833,7772
1891,5831,7774
1892,5831,7774
1893,5823,7752
1894,5827,7752
1895,5840,7772
1896,5843,7768
1897,5841,7772
1898,5818,7752
1899,5815,7750
1900,5825,7747
1901,5823,7743
1902,5815,7755
1903,5819,7743
1904,5818,7744
1905,5818,7765
1906,5843,7752
1907,5817,7766
1908,5858,7769
1909,5832,7741
1910,5817,7769
1911,5859,7770
1912,5828,7731
1913,5863,7771
1914,5812,7771
1915,5801,7738
1916,5812,7772
1917,5865,7771
1918,5808,7735
1919,5839,7738
1920,5832,7729
1921,5814,7772
1922,5860,7778
1923,5798,7734
1924,5813,7775
1925,5806,7771
1926,5811,7733
1927,5804,7731
1928,5860,7784
1929,5802,7757
1930,5795,7731
1931,5802,7772
1932,5853,7779
1933,5853,7779
1934,5820,7741
1935,5802,7759
1936,5875,7765
1937,5837,7721
1938,5803,7750
1939,5815,7782
1940,5800,7726
1941,5852,7783
1942,5873,7782
1943,5804,7778
1944,5851,7786
1945,5841,7717
1946,5850,7788
1947,5811,7787
1948,5864,7790
1949,5864,7791
1950,5879,7779
1951,5796,7720
1952,5799,7771
1953,5843,7712
1954,5794,7718
1955,5791,7715
1956,5844,7710
1957,5845,7713
1958,5856,7790
1959,5801,7716
1960,5844,7707
1961,5877,7737
1962,5839,7708
1963,5801,7713
1964,5888,7783
1965,5796,7710
1966,5841,7706
1967,5786,7720
1968,5854,7797
1969,5800,7712
1970,5896,7759
1971,5879,7733
1972,5838,7712
1973,5836,7708
1974,5890,7780
1975,5792,7781
1976,5892,7785
1977,5882,7733
1978,5782,7722
1979,5892,7785
1980,5784,7724
1981,5792,7707
1982,5891,7777
1983,5895,7765
1984,5780,7723
1985,5836,7701
1986,5834,7717
1987,5880,7725
1988,5781,7720
1989,5895,7775
1990,5788,7711
1991,5791,7773
1992,5895,7770
1993,5894,7793
1994,5832,7699
1995,5781,7728
1996,5890,7769
1997,5810,7702
1998,5791,7771
1999,5781,7716
2000,5839,7690
2001,5813,7731
2002,5901,7760
2003,5804,7698
2004,5812,7702
2005,5784,7710
2006,6157,8190
2007,6143,8186
2008,6138,8184
2009,6133,8197
2010,6130,8208
2011,6156,8166
2012,6164,8164
2013,6163,8164
2014,6166,8164
2015,6166,8163
2016,6169,8164
2017,6160,8162
2018,6160,8215
2019,6159,8215
2020,6160,8216
2021,6176,8165
2022,6168,8175
2023,6181,8167
2024,6181,8167
2025,6180,8166
2026,6171,8181
2027,6183,8154
2028,6188,8181
2029,6119,8141
2030,6134,8273
2031,6114,8142
2032,6129,8285
2033,6067,8121
2034,6058,8125
2035,6218,8270
2036,6049,8132
2037,6235,8269
2038,5978,8103
2039,6284,8312
2040,6287,8323
2041,6287,8324
2042,5960,8090
2043,6257,8186
2044,6283,8311
2045,6268,8188
2046,6276,8340
2047,5982,8082
2048,5952,8068
2049,6283,8354
2050,6275,8205
2051,6034,8100
2052,6233,8295
2053,6255,8354
2054,6271,8214
2055,5922,8221
2056,6200,8139
2057,6319,8210
2058,6325,8155
2059,5906,8034
2060,5905,8032
2061,6359,8153
2062,5940,8038
2063,5940,8039
2064,5938,8034
2065,5930,8017
2066,5938,8306
2067,5939,8307
2068,5930,8305
2069,5908,8024
2070,5876,8100
2071,6364,8088
2072,5948,8005
2073,5943,8328
2074,5939,7994
2075,5890,8117
2076,5945,8331
2077,5977,8333
2078,5950,8341
2079,5960,8343
2080,6460,8441
2081,5924,7973
2082,6390,8046
2083,6392,8043
2084,6392,8043
2085,6392,8043
2086,6381,8042
2087,5977,8346
2088,6005,8349
2089,5883,8245
2090,5841,7986
2091,5876,8235
2092,6392,8012
2093,6390,8011
2094,5988,8388
2095,5858,7992
2096,6011,8353
2097,5817,7989
2098,5995,8389
2099,5860,8215
2100,6047,8336
2101,5858,8214
2102,6484,8503
2103,5851,7978
2104,5826,7981
2105,5855,8210
2106,6343,8083
2107,5826,7978
2108,5853,8207
2109,5827,7974
2110,5823,7973
2111,6003,8410
2112,5814,7973
2113,6038,8371
2114,6016,8416
2115,6064,8313
2116,5838,8192
2117,6337,8002
2118,5899,7981
2119,6065,8312
2120,6479,8531
2121,5838,8190
2122,6476,8536
2123,5938,8374
2124,3784,2390
2125,3783,2390
2126,3784,2388
2127,3787,2390
2128,3786,2387
2129,3786,2388
2130,3781,2389
2131,3789,2389
2132,3788,2386
2133,3789,2387
2134,3791,2389
2135,3789,2385
2136,3791,2386
2137,3792,2388
2138,3790,2385
2139,3789,2385
2140,3788,2380
2141,3784,2387
2142,3796,2383
2143,3798,2387
2144,3781,2388
2145,3792,2376
2146,3799,2385
2147,3779,2382
2148,3795,2374
2149,3779,2378
2150,3786,2368
2151,3783,2367
2152,3787,2365
2153,3775,2379
2154,3770,2395
2155,3771,2387
2156,3779,2367
2157,3765,2397
2158,3786,2359
2159,3779,2362
2160,3767,2382
2161,3776,2374
2162,3792,2354
2163,3795,2353
2164,3795,2356
2165,3794,2349
2166,3800,2354
2167,3796,2348
2168,3794,2360
2169,3795,2345
2170,3795,2361
2171,3797,2347
2172,3793,2364
2173,3791,2337
2174,3809,2357
2175,3796,2345
2176,3794,2340
2177,3792,2336
2178,3806,2335
2179,3789,2328
2180,3809,2379
2181,3803,2385
2182,3813,2333
2183,3800,2387
2184,3799,2388
2185,3797,2390
2186,3841,2356
2187,3805,2320
2188,3816,2347
2189,3793,2392
2190,3801,2320
2191,3828,2387
2192,3851,2359
2193,3825,2347
2194,3825,2345
2195,3828,2347
2196,3800,2301
2197,3828,2345
2198,3831,2347
2199,3827,2398
2200,3831,2345
2201,3831,2349
2202,3833,2347
2203,3802,2297
2204,3826,2402
2205,3777,2401
2206,3833,2345
2207,3836,2347
2208,3862,2357
2209,3836,2349
2210,3837,2347
2211,3862,2355
2212,3837,2349
2213,3778,2405
2214,3826,2406
2215,3770,2364
2216,3807,2290
2217,3865,2351
2218,3828,2306
2219,3864,2351
2220,3766,2400
2221,3825,2411
2222,3870,2361
2223,3848,2381
2224,3768,2367
2225,3773,2409
2226,3782,2411
2227,3835,2304
2228,3812,2284
2229,3784,2414
2230,3818,2411
2231,3775,2415
2232,3832,2413
2233,3768,2414
2234,3853,2387
2235,3815,2287
2236,3787,2417
2237,3781,2419
2238,3792,2406
2239,3815,2416
2240,3772,2301
2241,3788,2414
2242,5255,4268
2243,5255,4266
2244,5255,4276
2245,5255,4277
2246,5245,4275
2247,5255,4287
2248,5241,4275
2249,5261,4287
2250,5242,4273
2251,5246,4268
2252,5246,4263
2253,5242,4268
2254,5250,4268
2255,5264,4281
2256,5267,4287
2257,5232,4275
2258,5261,4294
2259,5237,4268
2260,5264,4277
2261,5232,4271
2262,5233,4281
2263,5264,4275
2264,5247,4256
2265,5229,4271
2266,5260,4277
2267,5231,4281
2268,5261,4302
2269,5253,4256
2270,5277,4287
2271,5274,4284
2272,5233,4285
2273,5233,4265
2274,5247,4251
2275,5233,4264
2276,5231,4277
2277,5261,4269
2278,5279,4285
2279,5256,4256
2280,5233,4263
2281,5230,4264
2282,5228,4285
2283,5281,4284
2284,5237,4265
2285,5267,4304
2286,5251,4251
2287,5242,4251
2288,5233,4291
2289,5274,4277
2290,5224,4263
2291,5232,4292
2292,5239,4265
2293,5252,4302
2294,5260,4263
2295,5287,4287
2296,5233,4256
2297,5232,4294
2298,5219,4280
2299,5238,4251
2300,5228,4290
2301,5270,4269
2302,5240,4261
2303,5242,4245
2304,5217,4279
2305,5233,4254
2306,5261,4259
2307,5226,4258
2308,5288,4284
2309,5265,4263
2310,5232,4299
2311,5287,4293
2312,5233,4250
2313,5271,4265
2314,5261,4256
2315,5261,4252
2316,5238,4245
2317,5252,4310
2318,5286,4295
2319,5232,4301
2320,5242,4302
2321,5266,4259
2322,5211,4278
2323,5252,4238
2324,5226,4253
2325,5244,4292
2326,5265,4252
2327,5286,4298
2328,5224,4253
2329,5237,4302
2330,5289,4275
2331,5217,4269
2332,5219,4292
2333,5296,4287
2334,5283,4268
2335,5283,4309
2336,5280,4295
2337,5206,4277
2338,5242,4307
2339,5265,4255
2340,5252,4234
2341,5216,4249
2342,5269,4252
2343,5290,4273
2344,5210,4284
2345,5281,4265
2346,5221,4269
2347,5287,4268
2348,5237,4307
2349,5233,4239
2350,5285,4304
2351,5219,4248
2352,5214,4247
2353,5292,4289
2354,5202,4277
2355,5223,4246
2356,5269,4255
2357,5223,4289
2358,5301,4289
2359,5219,4296
2360,3680,2256
2361,3675,2256
2362,3676,2247
2363,3647,2249
2364,3716,2257
2365,3692,2317
2366,3688,2318
2367,3689,2323
2368,3687,2313
2369,3685,2323
2370,3690,2330
2371,3676,2320
2372,3686,2330
2373,3691,2334
2374,3676,2325
2375,3695,2340
2376,3686,2327
2377,3672,2316
2378,3675,2330
2379,3692,2340
2380,3696,2344
2381,3670,2329
2382,3770,2277
2383,3691,2345
2384,3692,2350
2385,3690,2350
2386,3675,2335
2387,3670,2339
2388,3685,2350
2389,3675,2340
2390,3690,2359
2391,3694,2359
2392,3684,2354
2393,3675,2344
2394,3669,2349
2395,3669,2354
2396,3691,2372
2397,3794,2278
2398,3705,2349
2399,3691,2375
2400,3690,2375
2401,3797,2275
2402,3687,2377
2403,3688,2375
2404,3688,2376
2405,3691,2378
2406,3669,2356
2407,3709,2356
2408,3801,2271
2409,3801,2278
2410,3690,2383
2411,3689,2383
2412,3806,2273
2413,3805,2267
2414,3688,2387
2415,3704,2375
2416,3703,2380
2417,3810,2276
2418,3808,2263
2419,3721,2338
2420,3705,2371
2421,3813,2279
2422,3702,2385
2423,3811,2259
2424,3710,2373
2425,3714,2377
2426,3701,2390
2427,3715,2373
2428,3807,2256
2429,3816,2255
2430,3818,2259
2431,3700,2395
2432,3805,2289
2433,3719,2387
2434,3821,2262
2435,3700,2399
2436,3781,2242
2437,3727,2385
2438,3695,2398
2439,3704,2401
2440,3709,2397
2441,3824,2258
2442,3785,2241
2443,3728,2387
2444,3811,2243
2445,3777,2243
2446,3718,2391
2447,3790,2240
2448,3729,2382
2449,3697,2407
2450,3827,2261
2451,3709,2402
2452,3795,2239
2453,3828,2254
2454,3804,2237
2455,3799,2238
2456,3723,2391
2457,3695,2404
2458,3734,2390
2459,3809,2237
2460,3818,2244
2461,3726,2378
2462,3693,2402
2463,3701,2412
2464,3716,2399
2465,3695,2414
2466,3818,2242
2467,3715,2401
2468,3739,2383
2469,3822,2244
2470,3834,2254
2471,3722,2375
2472,3813,2235
2473,3713,2398
2474,3700,2416
2475,3704,2416
2476,3739,2374
2477,3690,2414
2478,3838,2458
2479,3843,2456
2480,3830,2461
2481,3841,2448
2482,3825,2459
2483,3837,2447
2484,3852,2445
2485,3837,2437
2486,3827,2452
2487,3859,2442
2488,3852,2432
2489,3807,2466
2490,3857,2430
2491,3804,2467
2492,3839,2425
2493,3848,2426
2494,3826,2445
2495,3826,2446
2496,3863,2432
2497,3804,2470
2498,3804,2472
2499,3853,2422
2500,3824,2441
2501,3797,2466
2502,3866,2427
2503,3839,2416
2504,3804,2476
2505,3850,2456
2506,3794,2461
2507,3797,2471
2508,3850,2417
2509,3867,2421
2510,3814,2453
2511,3839,2411
2512,3813,2452
2513,3803,2481
2514,3792,2469
2515,3798,2458
2516,3811,2449
2517,3803,2485
2518,3799,2481
2519,3839,2406
2520,3790,2471
2521,3791,2454
2522,3796,2455
2523,3812,2446
2524,3803,2489
2525,3855,2466
2526,3799,2485
2527,3808,2486
2528,3839,2402
2529,3863,2409
2530,3787,2466
2531,3867,2409
2532,3857,2409
2533,3857,2468
2534,3788,2480
2535,3803,2492
2536,3791,2484
2537,3858,2466
2538,3794,2448
2539,3868,2406
2540,3850,2466
2541,3854,2470
2542,3859,2469
2543,3826,2467
2544,3864,2404
2545,3782,2463
2546,3858,2404
2547,3793,2485
2548,3814,2487
2549,3828,2468
2550,3797,2445
2551,3781,2461
2552,3850,2470
2553,3786,2475
2554,3863,2471
2555,3789,2488
2556,3784,2486
2557,3845,2465
2558,3858,2399
2559,3832,2466
2560,3801,2447
2561,3866,2472
2562,3784,2489
2563,3867,2472
2564,3858,2395
2565,3804,2448
2566,3783,2492
2567,3800,2438
2568,3834,2471
2569,3870,2473
2570,3835,2472
2571,3783,2495
2572,3788,2492
2573,3854,2395
2574,3793,2434
2575,3807,2440
2576,3803,2435
2577,3870,2479
2578,3778,2492
2579,3837,2476
2580,3842,2478
2581,3841,2482
2582,3867,2395
2583,3809,2442
2584,3810,2437
2585,3806,2432
2586,3797,2435
2587,3800,2431
2588,3782,2502
2589,3834,2478
2590,3839,2479
2591,3871,2485
2592,3870,2396
2593,3812,2435
2594,3871,2392
2595,3812,2440
2596,4221,2947
2597,4215,2947
2598,4213,2945
2599,4209,2943
2600,4223,2946
2601,4204,2938
2602,4223,2948
2603,4197,2943
2604,4198,2941
2605,4197,2939
2606,4194,2946
2607,4193,2947
2608,4192,2949
2609,4222,2960
2610,4223,2962
2611,4190,2952
2612,4218,2959
2613,4190,2940
2614,4226,2964
2615,4198,2955
2616,4194,2958
2617,4226,2960
2618,4200,2958
2619,4197,2962
2620,4227,2974
2621,4199,2964
2622,4178,2938
2623,4188,2964
2624,4223,2976
2625,4174,2944
2626,4214,2961
2627,4210,2963
2628,4184,2914
2629,4183,2967
2630,4193,2967
2631,4232,2981
2632,4180,2923
2633,4243,2974
2634,4236,2978
2635,4195,2973
2636,4220,2970
2637,4209,2971
2638,4186,2970
2639,4171,2938
2640,4205,2973
2641,4186,2971
2642,4179,2971
2643,4183,2919
2644,4172,2923
2645,4170,2928
2646,4217,2972
2647,4177,2910
2648,4205,2976
2649,4178,2962
2650,4175,2919
2651,4169,2928
2652,4241,2980
2653,4224,2938
2654,4197,2979
2655,4176,2973
2656,4238,2986
2657,4174,2908
2658,4234,2991
2659,4167,2931
2660,4179,2917
2661,4218,2976
2662,4181,2976
2663,4215,2962
2664,4200,2978
2665,4227,2940
2666,4235,2993
2667,4167,2919
2668,4168,2947
2669,4215,2979
2670,4213,2966
2671,4188,2981
2672,4172,2976
2673,4168,2917
2674,4169,2914
2675,4213,2981
2676,4182,2980
2677,4174,2954
2678,4189,2982
2679,4167,2907
2680,4169,2967
2681,4162,2925
2682,4223,2928
2683,4168,2979
2684,4166,2907
2685,4232,2999
2686,4161,2915
2687,4173,2912
2688,4253,2981
2689,4166,2974
2690,4164,2913
2691,4199,2991
2692,4164,2907
2693,4166,2967
2694,4231,2997
2695,4206,2986
2696,4234,3001
2697,4182,2988
2698,4164,2972
2699,4164,2909
2700,4211,2989
2701,4246,2998
2702,4166,2956
2703,4196,2987
2704,4227,3000
2705,4167,2957
2706,4160,2933
2707,4221,2990
2708,4175,2988
2709,4158,2908
2710,4236,2997
2711,4222,2991
2712,4247,3002
2713,4254,2995
2714,4585,3412
2715,4585,3407
2716,4593,3408
2717,4593,3417
2718,4582,3401
2719,4584,3399
2720,4600,3407
2721,4600,3417
2722,4577,3405
2723,4594,3396
2724,4599,3399
2725,4602,3398
2726,4608,3406
2727,4575,3398
2728,4574,3392
2729,4605,3401
2730,4605,3396
2731,4571,3414
2732,4575,3421
2733,4569,3416
2734,4573,3386
2735,4602,3391
2736,4611,3396
2737,4565,3414
2738,4571,3389
2739,4582,3426
2740,4566,3408
2741,4579,3431
2742,4569,3386
2743,4592,3429
2744,4563,3406
2745,4613,3423
2746,4621,3393
2747,4565,3379
2748,4583,3433
2749,4557,3422
2750,4615,3419
2751,4618,3390
2752,4591,3437
2753,4560,3376
2754,4564,3402
2755,4553,3431
2756,4581,3386
2757,4559,3405
2758,4548,3414
2759,4580,3388
2760,4615,3407
2761,4622,3407
2762,4608,3380
2763,4581,3448
2764,4617,3410
2765,4550,3419
2766,4546,3409
2767,4561,3399
2768,4559,3393
2769,4564,3401
2770,4585,3450
2771,4537,3431
2772,4571,3442
2773,4555,3400
2774,4588,3450
2775,4555,3396
2776,4559,3388
2777,4623,3404
2778,4559,3387
2779,4537,3411
2780,4558,3403
2781,4538,3442
2782,4570,3447
2783,4554,3438
2784,4587,3454
2785,4540,3419
2786,4592,3446
2787,4594,3450
2788,4554,3387
2789,4543,3394
2790,4554,3441
2791,4563,3441
2792,4533,3407
2793,4537,3406
2794,4566,3446
2795,4557,3385
2796,4573,3453
2797,4535,3405
2798,4555,3444
2799,4590,3460
2800,4538,3450
2801,4546,3446
2802,4558,3387
2803,4533,3422
2804,4555,3382
2805,4547,3446
2806,4557,3447
2807,4560,3446
2808,4600,3456
2809,4547,3450
2810,4553,3447
2811,4527,3423
2812,4533,3455
2813,4566,3460
2814,4605,3453
2815,4569,3462
2816,4565,3465
2817,4524,3430
2818,4575,3465
2819,4605,3467
2820,4611,3455
2821,4566,3465
2822,4520,3457
2823,4551,3462
2824,4590,3478
2825,4564,3470
2826,4603,3470
2827,4607,3469
2828,4607,3450
2829,4507,3409
2830,4582,3465
2831,4549,3457
2832,4827,3721
2833,4823,3720
2834,4823,3720
2835,4833,3722
2836,4830,3727
2837,4840,3725
2838,4813,3723
2839,4816,3711
2840,4818,3708
2841,4831,3711
2842,4823,3722
2843,4812,3709
2844,4845,3730
2845,4834,3706
2846,4844,3733
2847,4806,3716
2848,4805,3715
2849,4846,3714
2850,4847,3724
2851,4847,3734
2852,4818,3737
2853,4815,3740
2854,4801,3724
2855,4832,3741
2856,4831,3742
2857,4826,3746
2858,4839,3748
2859,4827,3753
2860,4777,3699
2861,4776,3699
2862,4839,3755
2863,4776,3703
2864,4776,3693
2865,4767,3691
2866,4764,3684
2867,4762,3692
2868,4856,3764
2869,4759,3687
2870,4806,3765
2871,4855,3768
2872,4774,3723
2873,4856,3771
2874,4851,3770
2875,4759,3719
2876,4751,3677
2877,4814,3775
2878,4868,3776
2879,4845,3775
2880,4816,3780
2881,4843,3773
2882,4788,3755
2883,4843,3782
2884,4825,3778
2885,4736,3662
2886,4735,3693
2887,4735,3698
2888,4729,3657
2889,4729,3683
2890,4731,3652
2891,4861,3794
2892,4789,3778
2893,4858,3798
2894,4857,3800
2895,4792,3779
2896,4732,3648
2897,4725,3688
2898,4732,3641
2899,4780,3791
2900,4728,3637
2901,4719,3643
2902,4838,3817
2903,4805,3786
2904,4729,3634
2905,4873,3811
2906,4729,3634
2907,4877,3807
2908,4784,3795
2909,4874,3814
2910,4718,3639
2911,4695,3652
2912,4846,3827
2913,4878,3820
2914,4771,3778
2915,4719,3624
2916,4713,3638
2917,4847,3825
2918,4793,3804
2919,4715,3632
2920,4848,3832
2921,4690,3648
2922,4849,3828
2923,4774,3775
2924,4792,3782
2925,4846,3822
2926,4689,3649
2927,4697,3643
2928,4688,3646
2929,4714,3620
2930,4776,3772
2931,4776,3777
2932,4870,3830
2933,4689,3645
2934,4911,3830
2935,4730,3727
2936,4723,3613
2937,4814,3820
2938,4794,3813
2939,4691,3643
2940,4720,3614
2941,4686,3642
2942,4912,3834
2943,4839,3837
2944,4687,3640
2945,4829,3833
2946,4719,3609
2947,4714,3612
2948,4886,3836
2949,4906,3839
2950,5296,4320
2951,5296,4317
2952,5306,4322
2953,5306,4320
2954,5283,4318
2955,5304,4327
2956,5280,4318
2957,5306,4315
2958,5283,4322
2959,5313,4321
2960,5278,4318
2961,5280,4321
2962,5309,4315
2963,5315,4323
2964,5282,4314
2965,5303,4311
2966,5277,4314
2967,5273,4318
2968,5313,4316
2969,5279,4312
2970,5319,4323
2971,5303,4337
2972,5320,4321
2973,5300,4307
2974,5318,4316
2975,5273,4313
2976,5272,4323
2977,5268,4317
2978,5315,4331
2979,5302,4341
2980,5320,4317
2981,5325,4323
2982,5301,4302
2983,5318,4312
2984,5315,4335
2985,5310,4337
2986,5319,4331
2987,5272,4327
2988,5328,4321
2989,5268,4312
2990,5311,4301
2991,5302,4346
2992,5312,4337
2993,5262,4317
2994,5321,4312
2995,5293,4337
2996,5315,4337
2997,5329,4323
2998,5312,4335
2999,5318,4335
3000,5329,4323
3001,5262,4319
3002,5283,4324
3003,5310,4335
3004,5307,4301
3005,5259,4317
3006,5332,4320
3007,5302,4296
3008,5324,4331
3009,5318,4337
3010,5316,4301
3011,5258,4317
3012,5293,4332
3013,5263,4312
3014,5265,4319
3015,5256,4316
3016,5270,4335
3017,5335,4320
3018,5306,4296
3019,5260,4312
3020,5254,4316
3021,5320,4301
3022,5306,4307
3023,5301,4355
3024,5325,4326
3025,5292,4346
3026,5331,4332
3027,5283,4337
3028,5257,4322
3029,5257,4312
3030,5323,4302
3031,5282,4337
3032,5331,4334
3033,5326,4337
3034,5292,4342
3035,5256,4320
3036,5280,4337
3037,5300,4360
3038,5248,4315
3039,5331,4337
3040,5287,4346
3041,5283,4342
3042,5331,4338
3043,5296,4342
3044,5296,4361
3045,5244,4315
3046,5325,4341
3047,5300,4364
3048,5260,4335
3049,5327,4337
3050,5283,4330
3051,5339,4335
3052,5339,4307
3053,5248,4310
3054,5296,4363
3055,5344,4332
3056,5287,4331
3057,5259,4339
3058,5292,4361
3059,5309,4361
3060,5256,4329
3061,5299,4370
3062,5292,4364
3063,5288,4361
3064,5237,4321
3065,5344,4337
3066,5296,4370
3067,5267,4356
3068,3797,2406
3069,3800,2406
3070,3800,2401
3071,3800,2411
3072,3800,2396
3073,2877,4001
